0115_01C-M,0115_02C-M,0115_03C-M,0115_04C-M,0116_05C-M,0115_06C-M,0116_01C-M,0116_02C-M,0116_03C-M,0116_04C-M,0115_05C-M,0116_06C-M,0117_01C-M,0117_02C-M,0117_03C-M,0117_04C-M,0117_05C-M,0117_06C-M,0118_01C-M,0118_02C-M,0118_03C-M,0118_04C-M,0118_05C-M,0118_06C-M,0119_01C-M,0119_02C-M,0119_03C-M,0119_04C-M,0119_05C-M,0119_06C-M,0120_01C-M,0120_02C-M,0120_03C-M,0120_04C-M,0120_05C-M,0120_06C-M,0121_01C-M,0121_02C-M,0121_03C-M,0121_04C-M,0121_05C-M,0121_06C-M,0122_01C-M,0122_02C-M,0122_03C-M,0122_04C-M,0122_05C-M,0122_06C-M,0123_01C-M,0123_02C-M,0123_03C-M,0124_09C-M,0123_05C-M,0123_06C-M,0124_01C-M,0124_02C-M,0124_03C-M,0124_04C-M,0124_05C-M,0124_06C-M,0115_01F-M,0115_02F-M,0115_03F-M,0115_04F-M,0116_05F-M,0115_06F-M,0116_01F-M,0116_02F-M,0116_03F-M,0116_04F-M,0115_05F-M,0116_06F-M,0117_01F-M,0117_02F-M,0117_03F-M,0117_04F-M,0117_05F-M,0117_06F-M,0118_01F-M,0118_02F-M,0118_03F-M,0118_04F-M,0118_05F-M,0118_06F-M,0119_01F-M,0119_02F-M,0119_03F-M,0119_04F-M,0119_05F-M,0119_06F-M,0120_01F-M,0120_02F-M,0120_03F-M,0120_04F-M,0120_05F-M,0120_06F-M,0121_01F-M,0121_02F-M,0121_03F-M,0121_04F-M,0121_05F-M,0121_06F-M,0122_01F-M,0122_02F-M,0122_03F-M,0122_04F-M,0122_05F-M,0122_06F-M,0123_01F-M,0123_02F-M,0123_03F-M,0124_09F-M,0123_05F-M,0123_06F-M,0124_01F-M,0124_02F-M,0124_03F-M,0124_04F-M,0124_05F-M,0124_06F-M,0115_01I-M,0115_02I-M,0115_03I-M,0115_04I-M,0116_05I-M,0115_06I-M,0116_01I-M,0116_02I-M,0116_03I-M,0116_04I-M,0115_05I-M,0116_06I-M,0117_01I-M,0117_02I-M,0117_03I-M,0117_04I-M,0117_05I-M,0117_06I-M,0118_01I-M,0118_02I-M,0118_03I-M,0118_04I-M,0118_05I-M,0118_06I-M,0119_01I-M,0119_02I-M,0119_04I-M,0119_05I-M,0119_06I-M,0120_01I-M,0120_02I-M,0120_03I-M,0120_04I-M,0120_05I-M,0120_06I-M,0121_01I-M,0121_02I-M,0121_03I-M,0121_04I-M,0121_05I-M,0121_06I-M,0122_01I-M,0122_02I-M,0122_03I-M,0122_04I-M,0122_05I-M,0122_06I-M,0123_01I-M,0123_02I-M,0123_03I-M,0124_09I-M,0123_05I-M,0123_06I-M,0124_01I-M,0124_02I-M,0124_03I-M,0124_04I-M,0124_05I-M,0124_06I-M,OTU
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9639a3291729a3758207b47715d9205f
809.0,723.0,101.0,124.0,25.0,208.0,411.0,42.0,613.0,819.0,94.0,72.0,109.0,67.0,0.0,275.0,31.0,573.0,68.0,23.0,135.0,56.0,61.0,166.0,0.0,239.0,29.0,212.0,0.0,0.0,36.0,0.0,99.0,268.0,152.0,0.0,307.0,56.0,94.0,48.0,90.0,19.0,151.0,284.0,322.0,624.0,67.0,71.0,75.0,29.0,78.0,154.0,199.0,256.0,118.0,32.0,374.0,716.0,1429.0,0.0,3826.0,130.0,69.0,25.0,113.0,79.0,710.0,1275.0,93.0,1858.0,2955.0,42.0,301.0,4292.0,67.0,53.0,55.0,242.0,53.0,53.0,276.0,333.0,967.0,585.0,0.0,346.0,0.0,1747.0,0.0,356.0,120.0,0.0,240.0,60.0,432.0,0.0,228.0,92.0,444.0,659.0,23.0,69.0,78.0,654.0,257.0,28.0,184.0,2863.0,917.0,66.0,429.0,119.0,26.0,190.0,1995.0,215.0,140.0,362.0,646.0,0.0,4169.0,65.0,32.0,33.0,0.0,36.0,105.0,34.0,252.0,53.0,1280.0,53.0,73.0,128.0,0.0,71.0,51.0,77.0,28.0,0.0,36.0,717.0,257.0,0.0,74.0,256.0,80.0,0.0,63.0,50.0,0.0,325.0,0.0,31.0,0.0,136.0,499.0,52.0,1157.0,38.0,191.0,95.0,3121.0,148.0,57.0,68.0,414.0,1695.0,51.0,235.0,219.0,151.0,1205.0,707.0,441.0,165.0,195.0,62.0,43.0,3bac14d2805bf995afe9d316a5777b1e
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,18.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,24.0,0.0,31.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,21.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,24.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,35.0,37.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,30.0,0.0,25.0,48.0,0.0,23.0,17.0,9.0,9.0,0.0,39.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37f004671c936285c26471120596b2f5
0.0,29.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,52.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,15.0,12.0,0.0,0.0,24.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,266.0,10.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,41.0,237.0,58.0,355.0,344.0,67.0,16.0,0.0,79.0,16.0,82.0,28.0,28.0,88.0,766.0,102.0,422.0,1152.0,1165.0,178.0,52.0,79.0,61.0,199.0,0.0,15.0,52.0,43.0,180.0,829.0,50.0,683.0,0.0,25.0,39.0,582.0,29016.0,21.0,35.0,162.0,97.0,542.0,105.0,14.0,58.0,25.0,14.0,238.0,137.0,102.0,60.0,29.0,0.0,71.0,99.0,23.0,27.0,0.0,21.0,19.0,0.0,194.0,42.0,158.0,208.0,32.0,0.0,23.0,55.0,186.0,20.0,24.0,28.0,23.0,89.0,217.0,361.0,246.0,764.0,37.0,199.0,462.0,105.0,410.0,620.0,34.0,44.0,501.0,624.0,56.0,280.0,231.0,31.0,20.0,27.0,4193.0,100.0,78.0,56.0,103.0,485.0,68.0,62.0,145.0,21.0,204.0,0.0,206.0,36.0,48.0,44.0,71.0,116.0,32.0,546.0,95.0,142.0,0.0,227.0,9908fffab7ed4f3bec44cda2f5084d49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,229.0,0.0,141.0,0.0,0.0,0.0,69.0,114.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,366.0,0.0,571.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,116.0,0.0,2f8ad4365632e4a05d8897ac4ee70b3a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c48070f3061b086b60ff32f77e0002fa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,721.0,0.0,0.0,0.0,513.0,2680.0,362.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,1833.0,247.0,0.0,0.0,0.0,110.0,476.0,0.0,0.0,0.0,0.0,455.0,1216.0,790.0,0.0,0.0,0.0,528.0,2418.0,0.0,0.0,0.0,0.0,225.0,951.0,1224.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,518.0,0.0,0.0,0.0,555.0,931.0,492.0,0.0,0.0,0.0,0.0,1380.0,1367.0,0.0,0.0,0.0,2060.0,1789.0,106.0,0.0,0.0,79.0,460.0,0.0,0.0,0.0,0.0,2244.0,6524.0,427.0,0.0,0.0,0.0,426.0,918.0,0.0,0.0,0.0,0.0,2737.0,1706.0,1076.0,0.0,0.0,0.0,0.0,1728.0,d7c346759a906a965b96e9b965f028d0
12.0,11.0,8.0,10.0,0.0,15.0,17.0,12.0,16.0,14.0,10.0,0.0,6.0,9.0,7.0,8.0,0.0,14.0,9.0,11.0,17.0,6.0,0.0,18.0,10.0,0.0,0.0,10.0,11.0,13.0,12.0,10.0,16.0,0.0,10.0,14.0,12.0,10.0,8.0,0.0,0.0,5.0,0.0,6.0,14.0,9.0,10.0,11.0,9.0,0.0,8.0,74.0,6.0,27.0,0.0,9.0,16.0,13.0,14.0,17.0,28.0,9.0,0.0,16.0,11.0,12.0,0.0,16.0,20.0,10.0,8.0,27.0,10.0,55.0,4.0,15.0,13.0,49.0,14.0,20.0,23.0,29.0,15.0,18.0,8.0,13.0,2.0,19.0,0.0,76.0,8.0,14.0,0.0,23.0,17.0,22.0,85.0,0.0,21.0,28.0,0.0,15.0,18.0,7.0,14.0,0.0,10.0,65.0,0.0,15.0,15.0,7.0,0.0,20.0,13.0,10.0,0.0,40.0,4.0,0.0,18.0,11.0,0.0,0.0,21.0,0.0,14.0,25.0,41.0,12.0,11.0,20.0,0.0,11.0,0.0,49.0,11.0,24.0,38.0,0.0,20.0,59.0,52.0,19.0,45.0,19.0,17.0,0.0,58.0,13.0,8.0,35.0,10.0,20.0,9.0,20.0,24.0,28.0,32.0,36.0,66.0,12.0,32.0,22.0,18.0,14.0,16.0,49.0,14.0,12.0,23.0,22.0,57.0,0.0,38.0,14.0,39.0,0.0,32.0,44158349d8858abc6c04aada0c131da5
0.0,32.0,26.0,27.0,0.0,36.0,0.0,38.0,50.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,37.0,39.0,33.0,50.0,0.0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,26.0,211.0,0.0,49.0,0.0,0.0,0.0,34.0,0.0,67.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,32.0,0.0,45.0,0.0,116.0,0.0,55.0,43.0,97.0,0.0,44.0,54.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,184.0,0.0,27.0,0.0,49.0,38.0,66.0,194.0,0.0,49.0,66.0,34.0,0.0,42.0,0.0,47.0,0.0,30.0,150.0,0.0,27.0,41.0,0.0,0.0,51.0,0.0,0.0,0.0,112.0,0.0,23.0,47.0,0.0,0.0,0.0,82.0,0.0,0.0,84.0,88.0,0.0,0.0,48.0,57.0,33.0,17.0,110.0,0.0,43.0,126.0,0.0,60.0,126.0,117.0,103.0,145.0,59.0,0.0,43.0,129.0,24.0,0.0,106.0,34.0,40.0,26.0,90.0,52.0,78.0,84.0,139.0,180.0,0.0,72.0,55.0,34.0,0.0,36.0,100.0,30.0,0.0,41.0,62.0,111.0,0.0,84.0,35.0,42.0,0.0,57.0,e147f17187ee6e0d8e84bdd370bfb053
0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,200.0,268.0,1280.0,234.0,0.0,0.0,0.0,0.0,33.0,80.0,0.0,0.0,162.0,0.0,701.0,1133.0,205.0,132.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,63.0,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,291.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,73.0,0.0,1085.0,0.0,386.0,219.0,196.0,1896.0,129.0,0.0,76.0,93.0,473.0,0.0,45.0,0.0,0.0,97.0,339.0,2268.0,1429.0,508.0,131.0,646.0,1438.0,0.0,1109.0,301.0,0.0,52.0,373.0,1305.0,0.0,49.0,57.0,71.0,49.0,0.0,1249.0,0.0,158.0,38.0,80.0,330.0,0.0,0.0,160.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,47.0,624.0,0.0,67.0,49.0,364.0,0.0,1420.0,fe5b867a508c1fe71eac03b2d7d41488
226.0,280.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,23.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,662.0,6.0,7.0,0.0,51.0,0.0,336.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,818.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1702.0,0.0,0.0,0.0,458.0,0.0,28.0,0.0,0.0,0.0,173.0,8.0,0.0,0.0,26.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19676.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,14.0,0.0,9.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,13.0,0.0,16.0,4b390824ebb0af53b30f8dc094cbbf51
61.0,0.0,50.0,195.0,193.0,181.0,92.0,0.0,0.0,70.0,288.0,181.0,166.0,17.0,321.0,0.0,0.0,0.0,184.0,169.0,66.0,0.0,0.0,366.0,52.0,0.0,121.0,0.0,85.0,0.0,485.0,382.0,332.0,0.0,265.0,421.0,212.0,235.0,86.0,19.0,0.0,0.0,407.0,350.0,538.0,0.0,293.0,0.0,866.0,0.0,712.0,63.0,644.0,120.0,480.0,0.0,2034.0,0.0,0.0,2553.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,55.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,1072.0,0.0,46.0,47.0,0.0,0.0,0.0,0.0,26.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adf93266d91193991bd30332b49d6a1f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54239c6454a6a3d3a48e90a79744afb7
499.0,308.0,556.0,319.0,235.0,257.0,498.0,265.0,262.0,49.0,270.0,379.0,241.0,248.0,0.0,0.0,145.0,247.0,409.0,231.0,531.0,631.0,117.0,139.0,86.0,79.0,187.0,257.0,151.0,252.0,759.0,876.0,385.0,48.0,71.0,229.0,554.0,161.0,532.0,0.0,103.0,0.0,28.0,329.0,130.0,0.0,420.0,518.0,946.0,62.0,127.0,137.0,99.0,395.0,0.0,201.0,302.0,37.0,22.0,155.0,69.0,0.0,0.0,0.0,0.0,25.0,51.0,0.0,0.0,222.0,0.0,90.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,40.0,39.0,0.0,320.0,0.0,0.0,0.0,106.0,175.0,0.0,0.0,135.0,47.0,0.0,17.0,51.0,0.0,27.0,0.0,0.0,0.0,29.0,526.0,807.0,0.0,78.0,57.0,0.0,0.0,0.0,0.0,33.0,179.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,86.0,27.0,8.0,0.0,91.0,0.0,0.0,44.0,0.0,0.0,0.0,53.0,0.0,0.0,42.0,0.0,0.0,0.0,59.0,0.0,39.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25b60da8f1af462e61067fc3545e8efb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,307.0,0.0,0.0,0.0,0.0,334.0,0.0,129.0,100.0,293.0,0.0,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,524.0,60.0,0.0,110.0,52.0,0.0,65.0,0.0,0.0,0.0,347.0,547.0,226.0,0.0,90.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,53.0,0.0,74.0,1168.0,0.0,193.0,0.0,320.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1015.0,1813.0,576.0,0.0,125.0,710.0,0.0,662.0,0.0,0.0,0.0,972.0,175.0,1753.0,0.0,1169.0,0.0,1081.0,0.0,196.0,0.0,0.0,bd7bb5b11e9ccba1afbf45d9e0d5808a
278.0,54.0,0.0,0.0,0.0,367.0,1063.0,0.0,63.0,879.0,388.0,522.0,0.0,0.0,279.0,20.0,42.0,0.0,76.0,0.0,340.0,0.0,394.0,0.0,0.0,0.0,146.0,0.0,0.0,484.0,139.0,190.0,541.0,65.0,404.0,72.0,79.0,104.0,738.0,0.0,0.0,0.0,256.0,0.0,46.0,0.0,190.0,73.0,278.0,0.0,168.0,0.0,103.0,0.0,114.0,143.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,398.0,48.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,19.0,6a4f354262a6fbad12de693585b4e7f1
