Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,SciName
Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,UNKNOWN,d0ffff63911c33203c1a80a5fb98def9,RF39 UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Herbinix,UNKNOWN,c24f4c30a6a4e2b91af0b54847f2f82c,Herbinix UNKNOWN
Bacteria,Firmicutes,Clostridia,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,a3e8d2d79f9b806658ef8c5d3e03c7fb,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,Castellaniella_fermenti,47970b5e9fa1c37ca007b4fc3be2e9bb,Castellaniella Castellaniella_fermenti
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,Gordonibacter_urolithinfaciens,e1f30b1b47f80404147cdeb7df90687b,Gordonibacter Gordonibacter_urolithinfaciens
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,UNKNOWN,UNKNOWN,4bc7aa123ce39119b61d340662f734fb,UNKNOWN UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fdbf5c97ed0f3fa491e9d174da7660ee,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,UNKNOWN,5093eec23d72e049c08d5bf2fd7d1e64,Veillonella UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,UNKNOWN,ad60b4826d53fee268478e210fe49f56,Lactobacillus UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella_parvirubra,0ae0b55d55497b9f447da84aecfdcfa0,Sutterella Sutterella_parvirubra
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,71f5e9dbe90c7936e87efe80414a3523,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,UNKNOWN,6e35d8ad07a667a212418a123ed5d0ea,Clostridium_sensu_stricto_1 UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Fenollaria,UNKNOWN,5e63e9d657d92f5ac39dc0b1d0d292eb,Fenollaria UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,UNKNOWN,2f8cd5ed9ab32339ef5d0b43a2046dfd,Intestinimonas UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,dba1553a1c8e6829b68c35a948bcefb5,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,26e9bf2fdd969c46123aa712fe0a8242,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,Marinimicrobium_sp.,c32e1e81646a80346457ea550cba4441,Marinimicrobium Marinimicrobium_sp.
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,UNKNOWN,564baca970e3bdf9e10f3564d9e6d512,Gastranaerophilales UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,0036a4e11fe7a350076bd7cfb698d458,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,UNKNOWN,6a7a6fed3a850c6bab631c438c0556c4,Glutamicibacter UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,UNKNOWN,UNKNOWN,UNKNOWN,5d1520f2bfe83811c311d012000cd596,UNKNOWN UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,696baed68a29ca7351a4d371b5c7787b,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNKNOWN,681c1740d5917dc84caacdd55ece7ca2,Pseudomonas UNKNOWN
Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,UNKNOWN,95b7968ef04849cd9e34eb1560451147,Deinococcus UNKNOWN
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,bacterium_YE57,08c53fdf2c7b879ac5e38d5730b65fd9,Christensenellaceae_R-7_group bacterium_YE57
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,05a5fd28f8d722854393a59ba180f256,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UNKNOWN,UNKNOWN,109d26032039d70be6892f6d63c38af4,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,UNKNOWN,0b4c6e4a731a123bf6ab23b4e3c7c311,Mesorhizobium UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,65ca714f1e1c8b5ed4969712ad4b6868,UNKNOWN UNKNOWN
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,UNKNOWN,bec9213659c71d5e6444554c01b8b4a5,Fusobacterium UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,UNKNOWN,cd454c45a2b54026d5ec1086957a0196,GCA-900066575 UNKNOWN
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,UNKNOWN,a06ae7b02fa410580027f2e681f59cf6,Christensenellaceae_R-7_group UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,UNKNOWN,ce701af78bd085f387d356229fd9e775,Nocardioides UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UNKNOWN,UNKNOWN,UNKNOWN,6eac6309c1364875158f3fc2169700f3,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,UNKNOWN,UNKNOWN,f21ee3160edc05d9a400f419c4a8a093,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Ruaniaceae,Ruania,UNKNOWN,7a7d191a7e751183a354a8ae6add791f,Ruania UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia,UNKNOWN,6728c5e818f5537821906b4f716c1531,Stackebrandtia UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,45d97755dab30ed5817dac33cabcc219,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,UNKNOWN,baeda6dfd2f895c28f93b54067b6e995,Legionella UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,UNKNOWN,6282b5155c8eed5077e9bbaaca48424e,Butyricicoccus UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,UNKNOWN,53a542c5730d8042b5c532e8e3d48a55,Atopostipes UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,1d7f3860a853c30f068a364c08cbb9dc,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,UNKNOWN,cad7873bba7c214dfd2d77201eb07aae,Blautia UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,UNKNOWN,UNKNOWN,9c1cdeb3b36c403dd55495e16044f118,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,UNKNOWN,5e2886634dc6c1a48f2b33bf2681d92b,Wohlfahrtiimonas UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,247ea4dc0c82322137e2726b0348d051,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,UNKNOWN,bcc67d97ec71afd5d61ab2dab7b46fe3,Faecalibaculum UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,UNKNOWN,UNKNOWN,b25ba29c7838e0621b23013a8952ce2d,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_barnesiae,41a6067343d7aace4064eb58526a31ba,Bacteroides Bacteroides_barnesiae
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,f58e78f58babd6eb03df83c032e723d1,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_canadensis,6fdc625dcdfc13585614f06f5bf08f30,Campylobacter Campylobacter_canadensis
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,UNKNOWN,00acd6976035d88165622f31df5d2207,Clostridium_sensu_stricto_1 UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,UNKNOWN,UNKNOWN,466284be96f022d5e4b20d23648c890b,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_caecigallinarum,2a318d988183cf2ec23dd58e13911c5c,Bacteroides Bacteroides_caecigallinarum
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,UNKNOWN,389206572508a999fa2a7d7f6176065f,Sphingomonas UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,UNKNOWN,4366017c8bf5ffd20ac43168f5c612ed,Corynebacterium UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,UNKNOWN,UNKNOWN,UNKNOWN,34075454094bc7e3000264db6e295e55,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UNKNOWN,UNKNOWN,0806d64fb7bc62d92572e42df5156b9e,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerofilum,UNKNOWN,ebbea8670505682ed80d2a9206ae4c99,Anaerofilum UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,UNKNOWN,7389b6c11a50061a457df7ef95f06d22,Pseudonocardia UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UNKNOWN,UNKNOWN,61013385aeae0852ca6aedf1c492293c,UNKNOWN UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_canadensis,a185189580d7bcff1003e2b49ad6ccd2,Campylobacter Campylobacter_canadensis
Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae,UNKNOWN,5ffa14020f46cf9723954c9c2e453472,Obscuribacteraceae UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,UNKNOWN,4a79fcdb98455096eb28064b17196a5c,Enterococcus UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Bowdeniella_nasicola,fbac59affd76b811fc6b9a06956e398b,Actinomyces Bowdeniella_nasicola
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter_intestinalis,c0efce8e0057ca7557b69d40f2cf0fed,Fibrobacter Fibrobacter_intestinalis
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-010,UNKNOWN,1941aac7e58807cedd31ca6dd1c757fb,Lachnospiraceae_UCG-010 UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,491ffbcd4535b57134b32191070b3f76,UNKNOWN UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,UNKNOWN,4273039ad5164e8a4a66448e254ef513,Campylobacter UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium,Ileibacterium_valens,f28a0e03b02f4926ecd5d0c015ac019b,Ileibacterium Ileibacterium_valens
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,UNKNOWN,UNKNOWN,6de152b1e101b700745ffec94d47b48d,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UNKNOWN,UNKNOWN,UNKNOWN,afd9a695c210b68397c73b02af5245f5,UNKNOWN UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_canadensis,fdfb0cceefc0124907f79c901f5a9994,Campylobacter Campylobacter_canadensis
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,UNKNOWN,6d7f932303cb8ce3b13ec6d15b25682e,Megasphaera UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,UNKNOWN,155bb4898a0fc7ea33c13156c660bcfa,Rhizomicrobium UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,c67b474729c4bb9268b63cd8bf63caec,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,787ab1672520289680427986b59e3417,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,UNKNOWN,3c3dd14b61e150a78347836f1c6c7e42,Leucobacter UNKNOWN
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,UNKNOWN,eebffd4f9e7785fe9416b23fc98a9dc5,Intestinimonas UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Flaviflexus,UNKNOWN,e224dacaa320b4c38dff0117925020fe,Flaviflexus UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Catellicoccaceae,Catellicoccus,UNKNOWN,aa0f5ed8e8a4dd949287c71413fb2656,Catellicoccus UNKNOWN
Bacteria,Firmicutes,Clostridia,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3dbc072f706d1eaa030dd9d1aa349bd7,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,UNKNOWN,153688a1dac792514fd6bf206e9aa9cb,Alistipes UNKNOWN
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,UNKNOWN,b609a04bb01038111a2732ada69d669a,JG30-KF-CM45 UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,UNKNOWN,33493562982cb64c6c20c3c661ae2acc,Streptococcus UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,UNKNOWN,647735291fc83526a6bdac23d05c3d4d,Helicobacter UNKNOWN
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,UNKNOWN,5708b7e2c07e4b22a7df198bfd633fb4,Cetobacterium UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,UNKNOWN,UNKNOWN,33c9fdc6206c3a22a067ecd3a0f87558,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,4c3ccffd5a16e3c755f5e4aff9e7ccec,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,Rhizobium_sp.,16819f6ff64059fcba1d07bb08fe1d86,1174-901-12 Rhizobium_sp.
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,UNKNOWN,UNKNOWN,c9a7371d18dfb9cdc6214021178e4d05,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,UNKNOWN,3444d8b7e22d606a7dbed5d00ef386a6,Clostridia_UCG-014 UNKNOWN
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,UNKNOWN,1d86a2b18b3608de31a5f5ac39c04843,Pir4_lineage UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,UNKNOWN,58bd181f757283f5a4ceebdf90ff6243,Sellimonas UNKNOWN
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,UNKNOWN,ab2ed3997bd723be7f149ae248e65713,Gastranaerophilales UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,UNKNOWN,c8b450bddf13ae7e1532dbfa9f013fd1,Clostridia_UCG-014 UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,UNKNOWN,UNKNOWN,7c44e2680996f2bec63531a7ba6f58f0,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thermoamylovorans,b70e8d907778952d23bd4876542a2140,Bacillus Bacillus_thermoamylovorans
Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,UNKNOWN,9ee368d2248e4c1bf150c16afa9d415f,Clostridia_UCG-014 UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,UNKNOWN,2130435ae9ac9b87e41a73432340ced3,Lactobacillus UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,UNKNOWN,4e3a68532939aec65620000d57892a6b,Atopostipes UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,UNKNOWN,21e337a3d4381264b590ee5fff1be499,Tyzzerella UNKNOWN
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,UNKNOWN,UNKNOWN,UNKNOWN,5bb95cbfa67a30aaf5990b87578dcf9a,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,UNKNOWN,b250d27301547aede6c1d52ce67e6e2b,Lactobacillus UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UNKNOWN,UNKNOWN,b2bac62667dd5b7b46224f0fdf1b2265,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UNKNOWN,UNKNOWN,04b2cf4530cdf34ea20a3eb0adcd46b7,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,UNKNOWN,3639614618f4de695bbe1efa627e4b24,Enterococcus UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,UNKNOWN,2540caba6ee4758f7b138bbe10835346,Castellaniella UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus]_torques_group,UNKNOWN,b7b34b83ebe1c8ac136f560fb6e0892b,[Ruminococcus]_torques_group UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,UNKNOWN,99f6df4ca92d4bff86dddedff2fcff65,Clostridia_vadinBB60_group UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,UNKNOWN,4984079747f1b7aa97d0673c5e1799b1,Tyzzerella UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,UNKNOWN,eef61fa20a609e0b0edda48cdc9db43d,Tyzzerella UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,UNKNOWN,6ba43acb03ae795b3e7e31f2be946006,Leuconostoc UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium]_nodatum_group,UNKNOWN,848cb17d084e1e1f751e282b3afea78f,[Eubacterium]_nodatum_group UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,UNKNOWN,796e57d4bfcbe0fe5a793a0936c789e0,Campylobacter UNKNOWN
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,UNKNOWN,UNKNOWN,7acf7ee70b0b6721c556802d2271c40a,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,941cc85653474d3d8dfcf3fd605ab3c0,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,UNKNOWN,UNKNOWN,33a548b264c5a11bc87077d42609a5c9,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,UNKNOWN,5732486f40df47a15a9227829cc0d134,Amphibacillus UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,UNKNOWN,1935b9726fc8e67ef0b72ec5208097ce,Nakamurella UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,UNKNOWN,UNKNOWN,35ca87f281b9b38703d17e2be060e0d4,UNKNOWN UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UNKNOWN,UNKNOWN,UNKNOWN,09706de95cef63c19899c8a7039d38e7,UNKNOWN UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,UNKNOWN,b2062ae94fb00a931014b67b499295a8,Bacteroides UNKNOWN
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,UNKNOWN,UNKNOWN,21d624b5eb29ad150b59fd0052d7c5dd,UNKNOWN UNKNOWN
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,UNKNOWN,1b20efa8d5abb4e911951d2172e2d111,Campylobacter UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,UNKNOWN,3f00f8fe93115f597ee620e1fc5c88c4,Cloacibacterium UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,UNKNOWN,0ff02107d1d8930c49d4cbc267c7fc69,Bacteroides UNKNOWN
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,UNKNOWN,UNKNOWN,2e46eeed58b76d5ed47b1a624901525f,UNKNOWN UNKNOWN
Bacteria,Actinobacteriota,Actinobacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,a227cdab7e67c5ac18ea54a4e68d1764,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,UNKNOWN,8ae518dbb29595b3f79214be0b589066,Listeria UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,UNKNOWN,f7a8ff9e4b2b08822663c2081b090379,Muribaculaceae UNKNOWN
Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,UNKNOWN,83d979a409a760b389e17144caf97c55,Clostridia_UCG-014 UNKNOWN
Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,UNKNOWN,2402b8de80b4e08a898a4f1e7e3a7f8d,Anaeroplasma UNKNOWN
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UNKNOWN,UNKNOWN,1f91d1a30354e6864d30a23a2ff4388a,UNKNOWN UNKNOWN
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Microcystis_PCC-7914,UNKNOWN,e014cc47ba2e55d153f25ccb56407d77,Microcystis_PCC-7914 UNKNOWN
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,UNKNOWN,UNKNOWN,UNKNOWN,c54dd0a88ef7722b21dc99a5977e8ffa,UNKNOWN UNKNOWN
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,UNKNOWN,61e014c642b825e39dc78bae2a6ae2e6,Fusobacterium UNKNOWN
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,UNKNOWN,3c283aa3f016e5048698e14d78de4387,Desulfovibrio UNKNOWN
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,UNKNOWN,UNKNOWN,d57776c162ee38b889d2a3823e043aca,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,UNKNOWN,cac55e7fd6d9ca12fc3051fbb5121f4d,Paenibacillus UNKNOWN
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,UNKNOWN,46e9544e9c5e7ed6d90a7b50a8a9c990,Anaerococcus UNKNOWN
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,UNKNOWN,95891591e723674bc7a080131a174f4c,Porphyromonas UNKNOWN
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Breznakia,UNKNOWN,8fdae658bc038aa906c4593dfc8f7572,Breznakia UNKNOWN
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,UNKNOWN,UNKNOWN,ab4cc29f0da55d7597148256ea15682b,UNKNOWN UNKNOWN
Bacteria,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,d57f93d2ec4c0348fca19d733ba35a2b,UNKNOWN UNKNOWN
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,UNKNOWN,da6a6c28565a739e15422a73ede82ee9,Megamonas UNKNOWN
